駅コード,都道府県,沿線名,駅名
"2101270","青森県","東北本線","福島"
"2101275","青森県","東北本線","東福島"
"2101280","青森県","東北本線","伊達"
"2101285","青森県","東北本線","桑折"
"2101290","青森県","東北本線","藤田"
"2101295","青森県","東北本線","貝田"
"2101300","青森県","東北本線","越河"
"2101305","青森県","東北本線","白石"
"2101310","青森県","東北本線","東白石"
"2101315","青森県","東北本線","北白川"
"2101320","青森県","東北本線","大河原"
"2101325","青森県","東北本線","船岡"
"2101330","青森県","東北本線","槻木"
"2101335","青森県","東北本線","岩沼"
"2101340","青森県","東北本線","館腰"
"2101345","青森県","東北本線","名取"
"2101350","青森県","東北本線","南仙台"
"2101352","青森県","東北本線","太子堂"
"2101355","青森県","東北本線","長町"
"2101360","青森県","東北本線","仙台"
"2101365","青森県","東北本線","東仙台"
"2101370","青森県","東北本線","岩切"
"2101375","青森県","東北本線","新利府"
"2101380","青森県","東北本線","利府"
"2101385","青森県","東北本線","陸前山王"
"2101387","青森県","東北本線","国府多賀城"
"2101390","青森県","東北本線","塩釜"
"2101395","青森県","東北本線","松島"
"2101400","青森県","東北本線","愛宕"
"2101405","青森県","東北本線","品井沼"
"2101410","青森県","東北本線","鹿島台"
"2101415","青森県","東北本線","松山町"
"2101420","青森県","東北本線","小牛田"
"2101425","青森県","東北本線","田尻"
"2101430","青森県","東北本線","瀬峰"
"2101435","青森県","東北本線","梅ヶ沢"
"2101440","青森県","東北本線","新田"
"2101445","青森県","東北本線","石越"
"2101450","青森県","東北本線","油島"
"2101455","青森県","東北本線","花泉"
"2101460","青森県","東北本線","清水原"
"2101465","青森県","東北本線","有壁"
"2101470","青森県","東北本線","一ノ関"
"2101475","青森県","東北本線","山ノ目"
"2101480","青森県","東北本線","平泉"
"2101485","青森県","東北本線","前沢"
"2101490","青森県","東北本線","陸中折居"
"2101495","青森県","東北本線","水沢"
"2101500","青森県","東北本線","金ヶ崎"
"2101505","青森県","東北本線","六原"
"2101510","青森県","東北本線","北上"
"2101515","青森県","東北本線","村崎野"
"2101520","青森県","東北本線","花巻"
"2101525","青森県","東北本線","花巻空港"
"2101530","青森県","東北本線","石鳥谷"
"2101535","青森県","東北本線","日詰"
"2101537","青森県","東北本線","紫波中央"
"2101540","青森県","東北本線","古館"
"2101545","青森県","東北本線","矢幅"
"2101550","青森県","東北本線","岩手飯岡"
"2101555","青森県","東北本線","仙北町"
"2101560","青森県","東北本線","盛岡"
"2101665","青森県","東北本線","八戸"
"2127010","青森県","八戸線","八戸"
"2127020","青森県","八戸線","長苗代"
"2127030","青森県","八戸線","本八戸"
"2127040","青森県","八戸線","小中野"
"2127050","青森県","八戸線","陸奥湊"
"2127060","青森県","八戸線","白銀"
"2127070","青森県","八戸線","鮫"
"2127075","青森県","八戸線","プレイピア白浜"
"2127080","青森県","八戸線","陸奥白浜"
"2127090","青森県","八戸線","種差海岸"
"2127100","青森県","八戸線","大久喜"
"2127110","青森県","八戸線","金浜"
"2127120","青森県","八戸線","大蛇"
"2127130","青森県","八戸線","階上"
"2127140","青森県","八戸線","角の浜"
"2127150","青森県","八戸線","平内"
"2127160","青森県","八戸線","種市"
"2127170","青森県","八戸線","玉川"
"2127180","青森県","八戸線","宿戸"
"2127190","青森県","八戸線","陸中八木"
"2127200","青森県","八戸線","有家"
"2127210","青森県","八戸線","陸中中野"
"2127220","青森県","八戸線","侍浜"
"2127230","青森県","八戸線","陸中夏井"
"2127240","青森県","八戸線","久慈"
"2128010","青森県","大湊線","野辺地"
"2128020","青森県","大湊線","北野辺地"
"2128030","青森県","大湊線","有戸"
"2128040","青森県","大湊線","吹越"
"2128050","青森県","大湊線","陸奥横浜"
"2128060","青森県","大湊線","有畑"
"2128070","青森県","大湊線","近川"
"2128080","青森県","大湊線","金谷沢"
"2128090","青森県","大湊線","赤川"
"2128100","青森県","大湊線","下北"
"2128110","青森県","大湊線","大湊"
"2141005","青森県","奥羽本線","福島"
"2141010","青森県","奥羽本線","笹木野"
"2141015","青森県","奥羽本線","庭坂"
"2141020","青森県","奥羽本線","赤岩"
"2141025","青森県","奥羽本線","板谷"
"2141030","青森県","奥羽本線","峠"
"2141035","青森県","奥羽本線","大沢"
"2141040","青森県","奥羽本線","関根"
"2141045","青森県","奥羽本線","米沢"
"2141050","青森県","奥羽本線","置賜"
"2141055","青森県","奥羽本線","高畠"
"2141060","青森県","奥羽本線","赤湯"
"2141065","青森県","奥羽本線","中川"
"2141070","青森県","奥羽本線","羽前中山"
"2141075","青森県","奥羽本線","かみのやま温泉"
"2141080","青森県","奥羽本線","茂吉記念館前"
"2141085","青森県","奥羽本線","蔵王"
"2141090","青森県","奥羽本線","山形"
"2141095","青森県","奥羽本線","北山形"
"2141100","青森県","奥羽本線","羽前千歳"
"2141105","青森県","奥羽本線","南出羽"
"2141110","青森県","奥羽本線","漆山"
"2141115","青森県","奥羽本線","高擶"
"10000306","青森県","奥羽本線","天童南"
"2141120","青森県","奥羽本線","天童"
"2141125","青森県","奥羽本線","乱川"
"2141130","青森県","奥羽本線","神町"
"2141134","青森県","奥羽本線","さくらんぼ東根"
"2141140","青森県","奥羽本線","東根"
"2141145","青森県","奥羽本線","村山"
"2141150","青森県","奥羽本線","袖崎"
"2141155","青森県","奥羽本線","大石田"
"2141160","青森県","奥羽本線","北大石田"
"2141165","青森県","奥羽本線","芦沢"
"2141170","青森県","奥羽本線","舟形"
"2141175","青森県","奥羽本線","新庄"
"2141180","青森県","奥羽本線","泉田"
"2141185","青森県","奥羽本線","羽前豊里"
"2141190","青森県","奥羽本線","真室川"
"2141195","青森県","奥羽本線","釜淵"
"2141200","青森県","奥羽本線","大滝"
"2141205","青森県","奥羽本線","及位"
"2141210","青森県","奥羽本線","院内"
"2141215","青森県","奥羽本線","横堀"
"2141220","青森県","奥羽本線","三関"
"2141225","青森県","奥羽本線","上湯沢"
"2141230","青森県","奥羽本線","湯沢"
"2141235","青森県","奥羽本線","下湯沢"
"2141240","青森県","奥羽本線","十文字"
"2141245","青森県","奥羽本線","醍醐"
"2141250","青森県","奥羽本線","柳田"
"2141255","青森県","奥羽本線","横手"
"2141260","青森県","奥羽本線","後三年"
"2141265","青森県","奥羽本線","飯詰"
"2141270","青森県","奥羽本線","大曲"
"2141275","青森県","奥羽本線","神宮寺"
"2141280","青森県","奥羽本線","刈和野"
"2141285","青森県","奥羽本線","峰吉川"
"2141290","青森県","奥羽本線","羽後境"
"2141295","青森県","奥羽本線","大張野"
"2141300","青森県","奥羽本線","和田"
"2141305","青森県","奥羽本線","四ッ小屋"
"2141310","青森県","奥羽本線","秋田"
"2141315","青森県","奥羽本線","土崎"
"2141320","青森県","奥羽本線","上飯島"
"2141325","青森県","奥羽本線","追分"
"2141330","青森県","奥羽本線","大久保"
"2141335","青森県","奥羽本線","羽後飯塚"
"2141337","青森県","奥羽本線","井川さくら"
"2141340","青森県","奥羽本線","八郎潟"
"2141345","青森県","奥羽本線","鯉川"
"2141350","青森県","奥羽本線","鹿渡"
"2141355","青森県","奥羽本線","森岳"
"2141360","青森県","奥羽本線","北金岡"
"2141365","青森県","奥羽本線","東能代"
"2141370","青森県","奥羽本線","鶴形"
"2141375","青森県","奥羽本線","富根"
"2141380","青森県","奥羽本線","二ッ井"
"2141385","青森県","奥羽本線","前山"
"2141390","青森県","奥羽本線","鷹ノ巣"
"2141395","青森県","奥羽本線","糠沢"
"2141400","青森県","奥羽本線","早口"
"2141405","青森県","奥羽本線","下川沿"
"2141410","青森県","奥羽本線","大館"
"2141415","青森県","奥羽本線","白沢"
"2141420","青森県","奥羽本線","陣場"
"2141425","青森県","奥羽本線","津軽湯の沢"
"2141430","青森県","奥羽本線","碇ヶ関"
"2141435","青森県","奥羽本線","長峰"
"2141440","青森県","奥羽本線","大鰐温泉"
"2141445","青森県","奥羽本線","石川"
"2141450","青森県","奥羽本線","弘前"
"2141455","青森県","奥羽本線","撫牛子"
"2141460","青森県","奥羽本線","川部"
"2141465","青森県","奥羽本線","北常盤"
"2141470","青森県","奥羽本線","浪岡"
"2141475","青森県","奥羽本線","大釈迦"
"2141480","青森県","奥羽本線","鶴ヶ坂"
"2141485","青森県","奥羽本線","津軽新城"
"2141488","青森県","奥羽本線","新青森"
"2141490","青森県","奥羽本線","青森"
"2146010","青森県","五能線","東能代"
"2146020","青森県","五能線","能代"
"2146030","青森県","五能線","向能代"
"2146040","青森県","五能線","北能代"
"2146050","青森県","五能線","鳥形"
"2146060","青森県","五能線","沢目"
"2146070","青森県","五能線","東八森"
"2146080","青森県","五能線","八森"
"2146090","青森県","五能線","滝ノ間"
"2146095","青森県","五能線","あきた白神"
"2146100","青森県","五能線","岩館"
"2146110","青森県","五能線","大間越"
"2146120","青森県","五能線","白神岳登山口"
"2146130","青森県","五能線","松神"
"2146140","青森県","五能線","十二湖"
"2146150","青森県","五能線","陸奥岩崎"
"2146160","青森県","五能線","陸奥沢辺"
"2146165","青森県","五能線","ウェスパ椿山"
"2146170","青森県","五能線","艫作"
"2146180","青森県","五能線","横磯"
"2146190","青森県","五能線","深浦"
"2146200","青森県","五能線","広戸"
"2146210","青森県","五能線","追良瀬"
"2146220","青森県","五能線","驫木"
"2146230","青森県","五能線","風合瀬"
"2146240","青森県","五能線","大戸瀬"
"2146250","青森県","五能線","千畳敷"
"2146260","青森県","五能線","北金ヶ沢"
"2146270","青森県","五能線","陸奥柳田"
"2146280","青森県","五能線","陸奥赤石"
"2146290","青森県","五能線","鰺ケ沢"
"2146300","青森県","五能線","鳴沢"
"2146310","青森県","五能線","越水"
"2146320","青森県","五能線","陸奥森田"
"2146330","青森県","五能線","中田"
"2146340","青森県","五能線","木造"
"2146350","青森県","五能線","五所川原"
"2146360","青森県","五能線","陸奥鶴田"
"2146370","青森県","五能線","鶴泊"
"2146380","青森県","五能線","板柳"
"2146390","青森県","五能線","林崎"
"2146400","青森県","五能線","藤崎"
"2146410","青森県","五能線","川部"
"2148010","青森県","津軽線","青森"
"2148020","青森県","津軽線","油川"
"2148030","青森県","津軽線","津軽宮田"
"2148040","青森県","津軽線","奥内"
"2148050","青森県","津軽線","左堰"
"2148060","青森県","津軽線","後潟"
"2148070","青森県","津軽線","中沢"
"2148080","青森県","津軽線","蓬田"
"2148090","青森県","津軽線","郷沢"
"2148100","青森県","津軽線","瀬辺地"
